"SubjectID","Set","ActivityName","SignalSource","Function","Axis","MeasurementValue"
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.014089347
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.014081247
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.014007809
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.013732694
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.013502581
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.013268152
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.013191022
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.012931324
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.012836576
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.011371509
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.011073058
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.010688872
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.008669223
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.0077859627
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.007118141
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.0065108486
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.0058235448
8,"TRAIN","SITTING","tBodyAcc","mean","Y",-0.0021223225
8,"TRAIN","SITTING","tBodyAcc","mean","Y",0.0033490228
8,"TRAIN","SITTING","tBodyAcc","mean","Y",0.043005178
8,"TRAIN","SITTING","tBodyAcc","mean","Y",0.10483888
8,"TRAIN","SITTING","tBodyAcc","mean","Y",0.23568715
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.23073639
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.17131879
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.15501416
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.13656841
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.12172356
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11628474
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.1157738
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11569375
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11527053
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11519769
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11241496
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11212001
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11205534
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11150401
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11128462
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11053481
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.11016991
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10947401
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10902293
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10838065
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10834684
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10783783
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10749793
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10688174
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10688073
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10670718
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10627133
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10561562
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10548285
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10452709
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10426384
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10268604
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.1005107
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.10046345
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.099266328
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.096294846
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.096205623
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.095737957
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.093219381
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.084451368
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.077829012
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.077365735
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.075411508
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.057968447
8,"TRAIN","SITTING","tBodyAcc","mean","Z",-0.045671189
8,"TRAIN","SITTING","tBodyAcc","mean","Z",0.068729374
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.9966133
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99660932
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99635782
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99632007
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.995687
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.9956205
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99553571
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.9953791
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99531591
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99529702
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99527255
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99519925
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99516104
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.9950245
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99455866
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99455372
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99444318
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99419848
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99415324
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.9941224
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99349096
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99348946
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99348544
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99333987
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99282664
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99263786
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99260703
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99260159
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99247413
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99157493
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.99155344
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.9867374
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.98622206
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.98552166
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.98485379
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.98410548
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.97856992
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.97731327
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.97666846
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.96983382
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.94750865
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.94100504
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.91178124
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.89511876
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.88096151
8,"TRAIN","SITTING","tBodyAcc","std","X",-0.80349783
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99598068
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99443603
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.9942189
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99383222
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99379073
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99295492
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99277434
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99180219
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99118408
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99022612
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.99019705
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98919333
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.988498
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98847703
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98832935
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98768294
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98765119
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98692546
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98576157
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98565871
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.9852993
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98494899
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98481224
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98457487
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98440589
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98397761
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98382618
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98318453
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98286983
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.98109061
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.9796516
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.97548343
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.97105794
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.96891035
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.94635649
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.94517435
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.94139313
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.93399708
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.92419045
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.91275831
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.9097911
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.86333215
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.84983995
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.62653507
8,"TRAIN","SITTING","tBodyAcc","std","Y",-0.34887692
8,"TRAIN","SITTING","tBodyAcc","std","Y",0.088641347
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.99423058
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.99305315
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.99204197
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.9909422
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.99061824
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.99053162
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98973214
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98949072
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98879915
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98761396
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98742964
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98687254
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98677215
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98650996
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98432378
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98426036
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98266817
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98253806
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98236304
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98180482
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98152912
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98094459
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.98044888
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.97861628
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.97805874
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.9758541
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.97423779
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.97234163
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.97231632
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.97132927
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.96632726
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.96192952
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.95822985
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.95236735
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.94929098
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.94312405
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.93054465
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.91509177
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.9039332
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.90303205
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.90262917
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.88213402
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.86622092
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.83375492
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.57556069
8,"TRAIN","SITTING","tBodyAcc","std","Z",-0.25699602
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.24527246
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.25684619
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.26157879
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27051319
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27239791
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27474643
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27479989
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27524866
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27584576
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27597747
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27612396
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27621366
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27648259
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27665659
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.2766658
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27666967
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27672382
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27674272
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27674479
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27683604
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27690193
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27694494
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27718664
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27726427
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27732183
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27735415
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27747325
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27756883
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27780382
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.2778773
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27797555
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27803496
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27829968
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27847526
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27897305
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27928444
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.2793114
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27945458
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.27986791
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28002521
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28008026
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28019423
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28063963
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28156463
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28176109
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28342531
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28343981
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28474136
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28589321
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.28799501
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.29745271
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.30065709
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.31260451
8,"TRAIN","STANDING","tBodyAcc","mean","X",0.34659901
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.046043575
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.039923528
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.037796896
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.034788857
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.029301916
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.024978162
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.022682687
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.022631432
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.021859596
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.021643715
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.02050879
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.0197367
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.019127957
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.018953768
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.01855847
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.018492742
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.018357824
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.018095793
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.0179513
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.017559202
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.01747052
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.017284606
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.01718498
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.017125741
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.016980724
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.016676739
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.016674087
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.016651044
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.016508655
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.016467326
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.016203385
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015881651
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015812302
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015680183
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015556267
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015520978
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.01551884
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015430176
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015394575
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015247528
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.015137753
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.014950151
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.014790655
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.014616616
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.014410313
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.011497841
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.01084381
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.010183004
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.0080417667
8,"TRAIN","STANDING","tBodyAcc","mean","Y",-0.0046501959
8,"TRAIN","STANDING","tBodyAcc","mean","Y",0.025317184
8,"TRAIN","STANDING","tBodyAcc","mean","Y",0.030198129
8,"TRAIN","STANDING","tBodyAcc","mean","Y",0.036388848
8,"TRAIN","STANDING","tBodyAcc","mean","Y",0.041670599
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.50964494
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.17668834
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.14739811
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.13759826
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.13497696
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.12976211
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.12603957
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.12044724
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.11838077
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.11445202
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.11391579
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.11384395
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.11176224
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.11154034
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.11031863
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10973619
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10892996
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10855953
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10786515
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10758233
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10743597
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10733291
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10720186
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.1071413
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10669702
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10611859
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10606681
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10546753
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10464099
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10381623
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10373268
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10371094
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10304259
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.1023854
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10146136
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10128869
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.10015508
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.099706904
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.098641793
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.098639456
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.098215917
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.097969969
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.09792507
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.097128225
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.094792493
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.093965868
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.093953622
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.091653013
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.090628797
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.078216989
8,"TRAIN","STANDING","tBodyAcc","mean","Z",-0.059043818
8,"TRAIN","STANDING","tBodyAcc","mean","Z",0.0041743148
8,"TRAIN","STANDING","tBodyAcc","mean","Z",0.058008298
8,"TRAIN","STANDING","tBodyAcc","mean","Z",0.095227872
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9995333
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9991247
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99897763
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99892523
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99889441
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99888618
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99881706
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99880666
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9988037
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99869897
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.998669
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9986556
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99851047
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99849856
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9984973
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99844977
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99837906
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99837598
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99836968
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9982946
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99787497
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9977901
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99770385
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99768174
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99755039
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99746805
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99744978
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99733821
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99725866
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99704778
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99676644
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99643271
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99639654
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99605756
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99545185
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99491909
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99433544
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.9941748
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99412975
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99401144
8,"TRAIN","STANDING","tBodyAcc","std","X",-0.99277436
